Trace_Number,Case_Number,time:timestamp,concept:name,vehicleClass,totalPaymentAmount,lifecycle:transition,dismissal,article,points,expense,notificationType,lastSent,paymentAmount,amount,org:resource
A10109,0,2007-03-06T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A10109,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10112,0,2007-03-06T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A10112,1,2007-03-15T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10113,0,2007-03-06T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A10113,1,2007-03-07T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10115,0,2007-03-07T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A10115,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10115,2,2007-08-03T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10115,3,2007-10-02T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10115,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10117,0,2007-03-07T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A10117,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10118,0,2007-03-07T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A10118,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10119,0,2007-03-07T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A10119,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10120,0,2007-03-08T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A10120,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10120,2,2007-07-23T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10120,3,2007-09-21T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10120,4,2007-09-25T00:00:00+02:00,Payment,,49.0,complete,,,,,,,49.0,,
A10120,5,2007-11-05T00:00:00+01:00,Payment,,87.0,complete,,,,,,,38.0,,
A10121,0,2007-03-08T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A10121,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10121,2,2007-07-25T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10121,3,2007-09-23T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10121,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10122,0,2007-03-09T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A10122,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10122,2,2007-08-02T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10122,3,2007-10-01T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10122,4,2008-09-25T00:00:00+02:00,Payment,,87.0,complete,,,,,,,87.0,,
A10124,0,2007-03-10T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A10124,1,2007-03-13T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10125,0,2007-03-10T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A10125,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10125,2,2007-07-26T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10125,3,2007-08-01T00:00:00+02:00,Insert Date Appeal to Prefecture,,,complete,,,,,,,,,
A10125,4,2007-09-14T00:00:00+02:00,Payment,,49.0,complete,,,,,,,49.0,,
A10125,5,2007-09-24T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10125,6,2007-09-24T00:00:00+02:00,Send Appeal to Prefecture,,,complete,NIL,,,,,,,,
A10126,0,2007-03-10T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A10126,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10126,2,2007-08-05T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10126,3,2007-10-04T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10126,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10127,0,2007-03-10T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A10127,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10127,2,2007-08-05T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10127,3,2007-10-04T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10127,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A1013,0,2006-09-07T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,21.0,550
A1013,1,2006-12-15T00:00:00+01:00,Send Fine,,,complete,,,,11.0,,,,,
A1013,2,2007-01-06T00:00:00+01:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A1013,3,2007-03-07T00:00:00+01:00,Add penalty,,,complete,,,,,,,,42.5,
A1013,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10130,0,2007-03-10T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A10130,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10130,2,2007-07-25T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10130,3,2007-09-23T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10130,4,2008-10-31T00:00:00+01:00,Payment,,87.0,complete,,,,,,,87.0,,
A10131,0,2007-03-10T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A10131,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10131,2,2007-07-23T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10131,3,2007-09-21T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10131,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10137,0,2007-03-12T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A10137,1,2007-03-12T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10138,0,2007-03-12T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A10138,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10138,2,2007-07-26T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10138,3,2007-09-24T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10138,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10139,0,2007-03-12T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A10139,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,18.6,,,,,
A10139,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10139,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10139,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A1014,0,2006-09-08T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,21.0,550
A1014,1,2006-12-29T00:00:00+01:00,Send Fine,,,complete,,,,11.0,,,,,
A1014,2,2007-01-19T00:00:00+01:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A1014,3,2007-03-20T00:00:00+01:00,Add penalty,,,complete,,,,,,,,42.5,
A1014,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10140,0,2007-03-12T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A10140,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10140,2,2007-07-24T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10140,3,2007-09-22T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10140,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10141,0,2007-03-12T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,158,2,,,,,74.0,557
A10141,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10141,2,2007-07-26T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10141,3,2007-09-24T00:00:00+02:00,Add penalty,,,complete,,,,,,,,148.0,
A10141,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10143,0,2007-03-12T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,557
A10143,1,2007-03-12T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10144,0,2007-03-12T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,557
A10144,1,2007-03-17T00:00:00+01:00,Payment,,22.0,complete,,,,,,,22.0,,
Trace_Number,Case_Number,time:timestamp,concept:name,vehicleClass,totalPaymentAmount,lifecycle:transition,dismissal,article,points,expense,notificationType,lastSent,paymentAmount,amount,org:resource
A1,0,2006-07-24T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,35.0,561
A1,1,2006-12-05T00:00:00+01:00,Send Fine,,,complete,,,,11.0,,,,,
A100,0,2006-08-02T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,35.0,561
A100,1,2006-12-12T00:00:00+01:00,Send Fine,,,complete,,,,11.0,,,,,
A100,2,2007-01-15T00:00:00+01:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A100,3,2007-03-16T00:00:00+01:00,Add penalty,,,complete,,,,,,,,71.5,
A100,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10000,0,2007-03-09T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10000,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10000,2,2007-08-02T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10000,3,2007-10-01T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10000,4,2008-09-09T00:00:00+02:00,Payment,,87.0,complete,,,,,,,87.0,,
A10001,0,2007-03-19T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10001,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10001,2,2007-07-25T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10001,3,2007-08-02T00:00:00+02:00,Insert Date Appeal to Prefecture,,,complete,,,,,,,,,
A10001,4,2007-09-23T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10001,5,2007-09-24T00:00:00+02:00,Send Appeal to Prefecture,,,complete,#,,,,,,,,
A10004,0,2007-03-20T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10004,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10004,2,2007-07-24T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10004,3,2007-09-22T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10004,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10005,0,2007-03-20T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10005,1,2007-03-21T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10007,0,2007-03-20T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10007,1,2007-03-23T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10008,0,2007-03-20T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10008,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10008,2,2007-08-02T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10008,3,2007-10-01T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10008,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10009,0,2007-03-20T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,537
A10009,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10009,2,2007-07-23T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10009,3,2007-09-21T00:00:00+02:00,Add penalty,,,complete,,,,,,,,44.0,
A10009,4,2007-10-01T00:00:00+02:00,Payment,,35.0,complete,,,,,,,35.0,,
A10009,5,2007-10-31T00:00:00+01:00,Payment,,57.0,complete,,,,,,,22.0,,
A1001,0,2006-08-02T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,21.0,550
A1001,1,2006-12-12T00:00:00+01:00,Send Fine,,,complete,,,,11.0,,,,,
A1001,2,2006-12-31T00:00:00+01:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A1001,3,2007-03-01T00:00:00+01:00,Add penalty,,,complete,,,,,,,,42.5,
A1001,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10010,0,2007-03-20T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10010,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10010,2,2007-07-23T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10010,3,2007-09-21T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10010,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10011,0,2007-03-21T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10011,1,2007-09-29T00:00:00+02:00,Send Fine,,,complete,,,,18.6,,,,,
A10011,2,2007-10-12T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10011,3,2007-12-11T00:00:00+01:00,Add penalty,,,complete,,,,,,,,74.0,
A10011,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10012,0,2007-03-21T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10012,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10015,0,2007-03-21T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10015,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10015,2,2007-08-19T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10015,3,2007-10-18T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10015,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10018,0,2007-03-22T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,537
A10018,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10018,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10018,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,44.0,
A10018,4,2007-10-08T00:00:00+02:00,Payment,,35.0,complete,,,,,,,35.0,,
A10019,0,2007-03-22T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10019,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10019,2,2007-07-23T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10019,3,2007-09-21T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10019,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A1002,0,2006-08-05T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,21.0,550
A1002,1,2006-12-12T00:00:00+01:00,Send Fine,,,complete,,,,11.0,,,,,
A1002,2,2007-01-03T00:00:00+01:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A1002,3,2007-03-04T00:00:00+01:00,Add penalty,,,complete,,,,,,,,42.5,
A1002,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10021,0,2007-03-22T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10021,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10021,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10021,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10021,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10022,0,2007-03-22T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,537
A10022,1,2007-03-28T00:00:00+02:00,Payment,,22.0,complete,,,,,,,22.0,,
A10023,0,2007-03-22T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10023,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10023,2,2007-07-25T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10023,3,2007-09-23T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10023,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10024,0,2007-03-22T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10024,1,2007-03-26T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10025,0,2007-03-22T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10025,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10025,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10025,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10025,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10026,0,2007-03-22T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10026,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10026,2,2007-07-25T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10026,3,2007-09-23T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10026,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10029,0,2007-03-22T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10029,1,2007-04-10T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10030,0,2007-03-22T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,537
A10030,1,2007-03-26T00:00:00+02:00,Payment,,22.0,complete,,,,,,,22.0,,
A10033,0,2007-03-23T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10033,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10033,2,2007-08-19T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10033,3,2007-10-18T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10033,4,2008-09-13T00:00:00+02:00,Payment,,87.0,complete,,,,,,,87.0,,
A10034,0,2007-03-23T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10034,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10034,2,2007-08-20T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10034,3,2007-10-19T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10034,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10041,0,2007-03-24T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10041,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10042,0,2007-03-24T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10042,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10042,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10042,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10042,4,2007-10-23T00:00:00+02:00,Payment,,49.0,complete,,,,,,,49.0,,
A10042,5,2007-11-13T00:00:00+01:00,Payment,,87.0,complete,,,,,,,38.0,,
A10043,0,2007-03-24T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10043,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10043,2,2007-08-10T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10043,3,2007-10-09T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10043,4,2008-10-10T00:00:00+02:00,Payment,,87.0,complete,,,,,,,87.0,,
A10044,0,2007-03-24T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10044,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10044,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10044,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10044,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10045,0,2007-03-24T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10045,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10046,0,2007-03-28T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10046,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10046,2,2007-08-05T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10046,3,2007-10-04T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10046,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10047,0,2007-03-28T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10047,1,2007-04-02T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10049,0,2007-03-28T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,537
A10049,1,2007-03-30T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10050,0,2007-03-28T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,537
A10050,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10050,2,2007-08-28T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10050,3,2007-10-27T00:00:00+02:00,Add penalty,,,complete,,,,,,,,44.0,
A10050,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10054,0,2007-03-07T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10054,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10056,0,2007-03-07T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10056,1,2007-03-17T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10059,0,2007-03-08T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10059,1,2007-04-18T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A1006,0,2006-08-08T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,21.0,550
A1006,1,2006-09-12T00:00:00+02:00,Payment,,21.0,complete,,,,,,,21.0,,
A10060,0,2007-03-08T00:00:00+01:00,Create Fine,C,0.0,complete,NIL,157,0,,,,,36.0,541
A10060,1,2007-03-13T00:00:00+01:00,Payment,,36.0,complete,,,,,,,36.0,,
A10061,0,2007-03-08T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10061,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10061,2,2007-08-02T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10061,3,2007-10-01T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10061,4,2008-09-25T00:00:00+02:00,Payment,,87.0,complete,,,,,,,87.0,,
A10063,0,2007-03-08T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10063,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10063,2,2007-07-23T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10063,3,2007-09-21T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10063,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10067,0,2007-03-09T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10067,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10067,2,2007-07-23T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10067,3,2007-09-21T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10067,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10068,0,2007-03-09T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10068,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10068,2,2007-08-02T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10068,3,2007-10-01T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10068,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10069,0,2007-03-09T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10069,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10069,2,2007-07-28T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10069,3,2007-09-26T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10069,4,2008-09-30T00:00:00+02:00,Payment,,87.0,complete,,,,,,,87.0,,
